sample,step,t,dx_m1,dv_m1,dx_m2,dv_m2,dx_m3,dv_m3,dx_m4,dv_m4,dx_m5,dv_m5,dx_m6,dv_m6,dx_m7,dv_m7
220,4400,64.0798147090210135,2.718071e-09,2.060367e-07,5.436141e-09,4.120733e-07,1.087228e-08,8.241460e-07,2.174455e-08,1.648290e-06,4.348907e-08,3.296571e-06,8.697799e-08,6.593106e-06,1.739554e-07,1.318607e-05
221,4420,64.1570079016394778,9.084911e-10,3.946145e-08,1.816982e-09,7.892290e-08,3.633964e-09,1.578458e-07,7.267928e-09,3.156915e-07,1.453585e-08,6.313829e-07,2.907170e-08,1.262765e-06,5.814336e-08,2.525528e-06
222,4440,64.814038891882629,9.856608e-10,3.044675e-08,1.971322e-09,6.089350e-08,3.942643e-09,1.217870e-07,7.885287e-09,2.435740e-07,1.577058e-08,4.871482e-07,3.154116e-08,9.742968e-07,6.308235e-08,1.948595e-06
223,4460,64.9205493136464207,2.793596e-09,2.073070e-07,5.587193e-09,4.146143e-07,1.117439e-08,8.292291e-07,2.234879e-08,1.658461e-06,4.469761e-08,3.316932e-06,8.939537e-08,6.633904e-06,1.787913e-07,1.326797e-05
224,4480,64.9290263269512524,5.327064e-09,2.781849e-06,1.065413e-08,5.563724e-06,2.130829e-08,1.112755e-05,4.261669e-08,2.225551e-05,8.523379e-08,4.451266e-05,1.704692e-07,8.903189e-05,3.409451e-07,1.780900e-04
225,4500,64.9299738013160985,1.344342e-08,1.739766e-05,2.688699e-08,3.479625e-05,5.377456e-08,6.959618e-05,1.075515e-07,1.392071e-04,2.151123e-07,2.784733e-04,4.302619e-07,5.571826e-04,8.606733e-07,1.115310e-03
226,4520,64.9303743758838312,8.982606e-09,1.101910e-05,1.796519e-08,2.203788e-05,3.593030e-08,4.407451e-05,7.186029e-08,8.814402e-05,1.437193e-07,1.762680e-04,2.874335e-07,3.524559e-04,5.748466e-07,7.045918e-04
227,4540,64.9320483178793279,5.180267e-09,1.090698e-06,1.036053e-08,2.181392e-06,2.072104e-08,4.362767e-06,4.144198e-08,8.725467e-06,8.288360e-08,1.745067e-05,1.657658e-07,3.490026e-05,3.315257e-07,6.979624e-05
228,4560,64.945042407417958,2.337588e-09,1.663963e-07,4.675176e-09,3.327925e-07,9.350350e-09,6.655847e-07,1.870069e-08,1.331168e-06,3.740136e-08,2.662331e-06,7.480263e-08,5.324640e-06,1.496049e-07,1.064919e-05
229,4580,65.0718756855033351,6.676866e-10,2.935943e-08,1.335373e-09,5.871886e-08,2.670746e-09,1.174377e-07,5.341492e-09,2.348754e-07,1.068298e-08,4.697507e-07,2.136596e-08,9.395011e-07,4.273190e-08,1.879001e-06
230,4600,65.7230848747124391,1.342777e-09,4.817214e-08,2.685554e-09,9.634429e-08,5.371109e-09,1.926886e-07,1.074222e-08,3.853773e-07,2.148444e-08,7.707550e-07,4.296890e-08,1.541511e-06,8.593787e-08,3.083028e-06
231,4620,65.7841717033679408,3.333921e-09,3.651311e-07,6.667843e-09,7.302628e-07,1.333569e-08,1.460528e-06,2.667140e-08,2.921063e-06,5.334288e-08,5.842159e-06,1.066861e-07,1.168445e-05,2.133734e-07,2.336941e-05
232,4640,65.789445588351051,5.880813e-09,5.888732e-06,1.176163e-08,1.177756e-05,2.352330e-08,2.355548e-05,4.704673e-08,4.711244e-05,9.409398e-08,9.423078e-05,1.881901e-07,1.884852e-04,3.763885e-07,3.770648e-04
233,4660,65.7901082909693435,1.492586e-08,2.914398e-05,2.985172e-08,5.828840e-05,5.970348e-08,1.165786e-04,1.194071e-07,2.331641e-04,2.388147e-07,4.663559e-04,4.776315e-07,9.328227e-04,9.552708e-07,1.866086e-03
234,4680,65.7905779793778514,8.573609e-09,7.281773e-06,1.714719e-08,1.456335e-05,3.429426e-08,2.912594e-05,6.858803e-08,5.824879e-05,1.371741e-07,1.164853e-04,2.743406e-07,2.329213e-04,5.486505e-07,4.656458e-04
235,4700,65.7930616702042196,4.571344e-09,8.707366e-07,9.142685e-09,1.741470e-06,1.828535e-08,3.482930e-06,3.657064e-08,6.965818e-06,7.314103e-08,1.393147e-05,1.462811e-07,2.786225e-05,2.925580e-07,5.572178e-05
236,4720,65.8131686316747363,1.976099e-09,1.328144e-07,3.952197e-09,2.656287e-07,7.904393e-09,5.312573e-07,1.580878e-08,1.062514e-06,3.161755e-08,2.125024e-06,6.323502e-08,4.250036e-06,1.264698e-07,8.500021e-06
237,4740,66.0308295045978907,6.383012e-10,2.150483e-08,1.276602e-09,4.300966e-08,2.553205e-09,8.601933e-08,5.106410e-09,1.720386e-07,1.021282e-08,3.440773e-07,2.042564e-08,6.881544e-07,4.085128e-08,1.376308e-06
238,4760,66.6102098002800315,1.716370e-09,7.968217e-08,3.432740e-09,1.593644e-07,6.865480e-09,3.187288e-07,1.373096e-08,6.374579e-07,2.746193e-08,1.274917e-06,5.492390e-08,2.549839e-06,1.098479e-07,5.099696e-06
239,4780,66.6464295574048944,3.921070e-09,6.253788e-07,7.842142e-09,1.250760e-06,1.568429e-08,2.501527e-06,3.136863e-08,5.003088e-06,6.273741e-08,1.000631e-05,1.254754e-07,2.001314e-05,2.509534e-07,4.002838e-05
240,4800,66.6497530561922691,7.228709e-09,1.059298e-05,1.445749e-08,2.118621e-05,2.891529e-08,4.237345e-05,5.783179e-08,8.475105e-05,1.156684e-07,1.695187e-04,2.313562e-07,3.391036e-04,4.627900e-07,6.784723e-04
241,4820,66.6502493681324373,1.403307e-08,2.983328e-05,2.806589e-08,5.966481e-05,5.613075e-08,1.193226e-04,1.122574e-07,2.386172e-04,2.244983e-07,4.771221e-04,4.489307e-07,9.537949e-04,8.975977e-07,1.905790e-03
242,4840,66.6508518244329013,7.905945e-09,4.639638e-06,1.581186e-08,9.279172e-06,3.162361e-08,1.855793e-05,6.324678e-08,3.711421e-05,1.264918e-07,7.422181e-05,2.529764e-07,1.484172e-04,5.059242e-07,2.967288e-04
243,4860,66.6545774052024406,3.995273e-09,6.758823e-07,7.990544e-09,1.351763e-06,1.598108e-08,2.703520e-06,3.196211e-08,5.407014e-06,6.392405e-08,1.081393e-05,1.278474e-07,2.162745e-05,2.556920e-07,4.325329e-05
244,4880,66.6859005374276628,1.634041e-09,1.062385e-07,3.268082e-09,2.124770e-07,6.536164e-09,4.249539e-07,1.307233e-08,8.499074e-07,2.614464e-08,1.699813e-06,5.228923e-08,3.399619e-06,1.045783e-07,6.799208e-06
245,4900,67.0909685540675319,6.653822e-10,1.927238e-08,1.330764e-09,3.854477e-08,2.661529e-09,7.708954e-08,5.323057e-09,1.541791e-07,1.064611e-08,3.083582e-07,2.129223e-08,6.167163e-07,4.258446e-08,1.233433e-06
246,4920,67.4859616532338157,2.120807e-09,1.336680e-07,4.241614e-09,2.673360e-07,8.483230e-09,5.346723e-07,1.696646e-08,1.069345e-06,3.393295e-08,2.138695e-06,6.786597e-08,4.277404e-06,1.357322e-07,8.554867e-06
247,4940,67.5078666808799902,4.546786e-09,1.265338e-06,9.093578e-09,2.530683e-06,1.818717e-08,5.061395e-06,3.637442e-08,1.012291e-05,7.274914e-08,2.024629e-05,1.454995e-07,4.049446e-05,2.910037e-07,8.099644e-05
248,4960,67.509992682997612,9.447646e-09,1.604366e-05,1.889544e-08,3.208783e-05,3.779148e-08,6.417776e-05,7.558537e-08,1.283639e-04,1.511804e-07,2.567612e-04,3.023992e-07,5.136563e-04,6.049525e-07,1.027848e-03
249,4980,67.5104025757304372,1.133094e-08,3.183292e-05,2.266153e-08,6.366531e-05,4.532162e-08,1.273285e-04,9.063751e-08,2.546483e-04,1.812521e-07,5.092621e-04,3.624125e-07,1.018386e-03,7.244584e-07,2.036215e-03
250,5000,67.5112226839196439,7.137565e-09,3.067947e-06,1.427511e-08,6.135863e-06,2.855013e-08,1.227160e-05,5.709991e-08,2.454270e-05,1.141984e-07,4.908340e-05,2.283912e-07,9.815879e-05,4.567600e-07,1.962855e-04
251,5020,67.516856144136468,3.460750e-09,5.152187e-07,6.921497e-09,1.030437e-06,1.384299e-08,2.060870e-06,2.768595e-08,4.121725e-06,5.537178e-08,8.243393e-06,1.107431e-07,1.648656e-05,2.214844e-07,3.297220e-05
252,5040,67.5661176869763042,1.308022e-09,8.666187e-08,2.616044e-09,1.733237e-07,5.232089e-09,3.466474e-07,1.046418e-08,6.932945e-07,2.092834e-08,1.386588e-06,4.185666e-08,2.773172e-06,8.371320e-08,5.546327e-06
253,5060,68.16374428392077,6.919117e-10,3.236541e-08,1.383823e-09,6.473082e-08,2.767647e-09,1.294616e-07,5.535294e-09,2.589233e-07,1.107059e-08,5.178467e-07,2.214119e-08,1.035694e-06,4.428241e-08,2.071389e-06
254,5080,68.3553736929343703,2.565132e-09,2.245011e-07,5.130265e-09,4.490024e-07,1.026053e-08,8.980055e-07,2.052107e-08,1.796014e-06,4.104219e-08,3.592039e-06,8.208452e-08,7.184123e-06,1.641696e-07,1.436842e-05
255,5100,68.3688043540126047,5.190236e-09,2.538325e-06,1.038048e-08,5.076676e-06,2.076099e-08,1.015345e-05,4.152212e-08,2.030731e-05,8.304475e-08,4.061625e-05,1.660916e-07,8.123899e-05,3.321915e-07,1.625040e-04
256,5120,68.3701920308439703,1.205695e-08,2.100434e-05,2.411416e-08,4.200923e-05,4.822932e-08,8.402068e-05,9.646266e-08,1.680502e-04,1.929414e-07,3.361357e-04,3.859473e-07,6.724128e-04,7.721526e-07,1.345390e-03
257,5140,68.3705732965232076,9.750780e-09,2.957818e-05,1.950159e-08,5.915498e-05,3.900330e-08,1.183044e-04,7.800707e-08,2.365865e-04,1.560160e-07,4.730839e-04,3.120396e-07,9.458117e-04,6.241093e-07,1.890199e-03
258,5160,68.3717350002936734,6.352644e-09,2.478329e-06,1.270527e-08,4.956636e-06,2.541048e-08,9.913187e-06,5.082071e-08,1.982603e-05,1.016404e-07,3.965070e-05,2.032768e-07,7.929592e-05,4.065375e-07,1.585700e-04
259,5180,68.3803094797423072,2.969956e-09,3.886485e-07,5.939912e-09,7.772965e-07,1.187982e-08,1.554591e-06,2.375962e-08,3.109174e-06,4.751916e-08,6.218317e-06,9.503803e-08,1.243651e-05,1.900749e-07,2.487252e-05
260,5200,68.4589061560176021,9.908362e-10,7.425174e-08,1.981672e-09,1.485035e-07,3.963344e-09,2.970069e-07,7.926687e-09,5.940136e-07,1.585337e-08,1.188027e-06,3.170672e-08,2.376051e-06,6.341336e-08,4.752093e-06
261,5220,69.1168802410778016,1.082443e-09,5.502437e-08,2.164885e-09,1.100488e-07,4.329771e-09,2.200975e-07,8.659543e-09,4.401951e-07,1.731909e-08,8.803906e-07,3.463819e-08,1.760783e-06,6.927645e-08,3.521571e-06
262,5240,69.2211102367625111,3.055484e-09,3.746632e-07,6.110970e-09,7.493270e-07,1.222194e-08,1.498656e-06,2.444391e-08,2.997320e-06,4.888789e-08,5.994673e-06,9.777607e-08,1.198948e-05,1.955533e-07,2.397948e-05
263,5260,69.229435606558468,5.809347e-09,5.053983e-06,1.161871e-08,1.010805e-05,2.323746e-08,2.021644e-05,4.647513e-08,4.043422e-05,9.295105e-08,8.087381e-05,1.859053e-07,1.617691e-04,3.718235e-07,3.236243e-04
264,5280,69.2303689998226249,1.465030e-08,3.150588e-05,2.930089e-08,6.301469e-05,5.860289e-08,1.260411e-04,1.172102e-07,2.521291e-04,2.344383e-07,5.044458e-04,4.689481e-07,1.009642e-03,9.381815e-07,2.022288e-03
265,5300,69.2307696968191576,9.734779e-09,1.928421e-05,1.946952e-08,3.856746e-05,3.893888e-08,7.713103e-05,7.787713e-08,1.542465e-04,1.557517e-07,3.084310e-04,3.114933e-07,6.166136e-04,6.229461e-07,1.232235e-03
266,5320,69.2324588628796776,5.595349e-09,1.918661e-06,1.119069e-08,3.837310e-06,2.238133e-08,7.674567e-06,4.476249e-08,1.534893e-05,8.952430e-08,3.069702e-05,1.790458e-07,6.139073e-05,3.580807e-07,1.227682e-04
267,5340,69.245589216932979,2.521219e-09,2.920835e-07,5.042437e-09,5.841668e-07,1.008487e-08,1.168333e-06,2.016973e-08,2.336661e-06,4.033942e-08,4.673305e-06,8.067864e-08,9.346543e-06,1.613565e-07,1.869282e-05
268,5360,69.3740203143023639,7.311895e-10,5.354138e-08,1.462379e-09,1.070828e-07,2.924758e-09,2.141655e-07,5.849515e-09,4.283310e-07,1.169903e-08,8.566617e-07,2.339804e-08,1.713322e-06,4.679605e-08,3.426641e-06
269,5380,70.0243707467052408,1.451102e-09,8.151773e-08,2.902203e-09,1.630355e-07,5.804407e-09,3.260710e-07,1.160882e-08,6.521423e-07,2.321764e-08,1.304286e-06,4.643531e-08,2.608575e-06,9.287074e-08,5.217167e-06
270,5400,70.0846644030954981,3.594970e-09,6.173459e-07,7.189941e-09,1.234693e-06,1.437989e-08,2.469392e-06,2.875982e-08,4.938807e-06,5.751978e-08,9.877707e-06,1.150401e-07,1.975578e-05,2.300825e-07,3.951305e-05
271,5420,70.0898778345697391,6.326118e-09,9.990783e-06,1.265225e-08,1.998183e-05,2.530456e-08,3.996471e-05,5.060935e-08,7.993365e-05,1.012196e-07,1.598842e-04,2.024430e-07,3.198360e-04,4.049010e-07,6.399425e-04
272,5440,70.0905347918189792,1.600700e-08,4.892276e-05,3.201401e-08,9.784663e-05,6.402804e-08,1.956978e-04,1.280562e-07,3.914134e-04,2.561127e-07,7.828984e-04,5.122268e-07,1.566081e-03,1.024458e-06,3.133286e-03
273,5460,70.0910053824852324,9.181071e-09,1.205653e-05,1.836209e-08,2.411252e-05,3.672396e-08,4.822292e-05,7.344706e-08,9.643734e-05,1.468907e-07,1.928407e-04,2.937676e-07,3.855456e-04,5.874800e-07,7.705486e-04
274,5480,70.0935032109655689,4.887374e-09,1.446394e-06,9.774741e-09,2.892780e-06,1.954945e-08,5.785531e-06,3.909879e-08,1.157094e-05,7.819714e-08,2.314142e-05,1.563925e-07,4.628096e-05,3.127777e-07,9.255441e-05
275,5500,70.1137390209645154,2.110489e-09,2.202743e-07,4.220978e-09,4.405485e-07,8.441954e-09,8.810965e-07,1.688390e-08,1.762191e-06,3.376777e-08,3.524373e-06,6.753542e-08,7.048710e-06,1.350704e-07,1.409728e-05
276,5520,70.3332630672943125,7.303554e-10,3.663575e-08,1.460711e-09,7.327150e-08,2.921422e-09,1.465430e-07,5.842844e-09,2.930860e-07,1.168569e-08,5.861719e-07,2.337137e-08,1.172343e-06,4.674275e-08,2.344686e-06
277,5540,70.910955389091446,1.833280e-09,1.278614e-07,3.666560e-09,2.557228e-07,7.333122e-09,5.114459e-07,1.466625e-08,1.022892e-06,2.933251e-08,2.045788e-06,5.866508e-08,4.091588e-06,1.173304e-07,8.183224e-06
278,5560,70.9469023109124265,4.182153e-09,1.005153e-06,8.364310e-09,2.010311e-06,1.672864e-08,4.020642e-06,3.345734e-08,8.041369e-06,6.691495e-08,1.608308e-05,1.338310e-07,3.216751e-05,2.676662e-07,6.434043e-05
279,5580,70.9502031831406772,7.695634e-09,1.693507e-05,1.539140e-08,3.387081e-05,3.078331e-08,6.774426e-05,6.156869e-08,1.354991e-04,1.231457e-07,2.710406e-04,2.463244e-07,5.422506e-04,4.927814e-07,1.085180e-03
280,5600,70.9506972862769605,1.488336e-08,4.734759e-05,2.976629e-08,9.469068e-05,5.953082e-08,1.893634e-04,1.190546e-07,3.786547e-04,2.380811e-07,7.570214e-04,4.760495e-07,1.512889e-03,9.516473e-07,3.021155e-03
281,5620,70.9513006267311919,8.392937e-09,7.347338e-06,1.678583e-08,1.469442e-05,3.357146e-08,2.938779e-05,6.714217e-08,5.877143e-05,1.342813e-07,1.175262e-04,2.685506e-07,2.349860e-04,5.370529e-07,4.697064e-04
282,5640,70.9550369330522104,4.237553e-09,1.072137e-06,8.475102e-09,2.144270e-06,1.695019e-08,4.288524e-06,3.390030e-08,8.576983e-06,6.780031e-08,1.715371e-05,1.355995e-07,3.430641e-05,2.711942e-07,6.860875e-05
283,5660,70.9864615784453536,1.732048e-09,1.682442e-07,3.464096e-09,3.364884e-07,6.928191e-09,6.729765e-07,1.385638e-08,1.345952e-06,2.771274e-08,2.691899e-06,5.542540e-08,5.383780e-06,1.108505e-07,1.076749e-05
284,5680,71.393429155114048,7.473566e-10,3.094125e-08,1.494713e-09,6.188250e-08,2.989426e-09,1.237650e-07,5.978853e-09,2.475300e-07,1.195771e-08,4.950600e-07,2.391541e-08,9.901200e-07,4.783082e-08,1.980240e-06
285,5700,71.7865131318005025,2.244834e-09,2.053281e-07,4.489668e-09,4.106563e-07,8.979337e-09,8.213131e-07,1.795868e-08,1.642628e-06,3.591739e-08,3.285265e-06,7.183490e-08,6.570565e-06,1.436703e-07,1.314127e-05
286,5720,71.8083376794444233,4.808064e-09,1.944627e-06,9.616136e-09,3.889272e-06,1.923230e-08,7.778614e-06,3.846472e-08,1.555751e-05,7.692993e-08,3.111612e-05,1.538618e-07,6.223668e-05,3.077312e-07,1.244911e-04
287,5740,71.8104565352348058,9.972036e-09,2.457595e-05,1.994432e-08,4.915312e-05,3.988961e-08,9.831114e-05,7.978311e-08,1.966419e-04,1.595818e-07,3.933623e-04,3.192260e-07,7.870388e-04,6.387019e-07,1.575336e-03
288,5760,71.8108656265495508,1.193409e-08,4.873712e-05,2.386759e-08,9.747297e-05,4.773287e-08,1.949408e-04,9.545648e-08,3.898611e-04,1.908759e-07,7.796401e-04,3.816038e-07,1.558950e-03,7.626154e-07,3.116570e-03
289,5780,71.8116858835552726,7.526690e-09,4.689729e-06,1.505335e-08,9.379384e-06,3.010655e-08,1.875848e-05,6.021253e-08,3.751578e-05,1.204228e-07,7.502688e-05,2.408366e-07,1.500350e-04,4.816370e-07,2.999951e-04
290,5800,71.8173225235562856,3.647344e-09,7.867881e-07,7.294684e-09,1.573574e-06,1.458936e-08,3.147140e-06,2.917867e-08,6.294247e-06,5.835715e-08,1.258836e-05,1.167136e-07,2.517619e-05,2.334242e-07,5.035024e-05
291,5820,71.8666179821511666,1.378540e-09,1.320291e-07,2.757080e-09,2.640581e-07,5.514159e-09,5.281161e-07,1.102832e-08,1.056232e-06,2.205662e-08,2.112461e-06,4.411319e-08,4.224912e-06,8.822619e-08,8.449786e-06
292,5840,72.4644335280808313,7.629532e-10,4.938418e-08,1.525906e-09,9.876836e-08,3.051813e-09,1.975367e-07,6.103626e-09,3.950735e-07,1.220725e-08,7.901472e-07,2.441450e-08,1.580295e-06,4.882901e-08,3.160593e-06
293,5860,72.655859955341004,2.695559e-09,3.325111e-07,5.391119e-09,6.650225e-07,1.078224e-08,1.330047e-06,2.156450e-08,2.660099e-06,4.312905e-08,5.320223e-06,8.625833e-08,1.064054e-05,1.725176e-07,2.128148e-05
294,5880,72.669279857505232,5.451011e-09,3.758169e-06,1.090204e-08,7.516393e-06,2.180412e-08,1.503301e-05,4.360844e-08,3.006691e-05,8.721769e-08,6.013737e-05,1.744386e-07,1.202890e-04,3.488901e-07,2.406349e-04
295,5900,72.6706663989323036,1.263885e-08,3.107192e-05,2.527809e-08,6.214504e-05,5.055773e-08,1.242949e-04,1.011217e-07,2.486092e-04,2.022685e-07,4.972959e-04,4.046371e-07,9.949012e-04,8.096750e-07,1.991038e-03
296,5920,72.6710472582157845,1.022816e-08,4.378506e-05,2.045636e-08,8.756706e-05,4.091290e-08,1.751219e-04,8.182654e-08,3.501951e-04,1.636560e-07,7.001950e-04,3.273238e-07,1.399610e-03,6.546941e-07,2.796100e-03
297,5940,72.6722074500628359,6.663205e-09,3.667619e-06,1.332639e-08,7.335192e-06,2.665267e-08,1.467020e-05,5.330496e-08,2.933964e-05,1.066083e-07,5.867629e-05,2.132104e-07,1.173406e-04,4.263958e-07,2.346333e-04
298,5960,72.6807703236268101,3.113999e-09,5.748106e-07,6.227995e-09,1.149620e-06,1.245598e-08,2.299236e-06,2.491194e-08,4.598455e-06,4.982376e-08,9.196841e-06,9.964706e-08,1.839341e-05,1.992923e-07,3.678572e-05
299,5980,72.7592513375579081,1.040630e-09,1.093804e-07,2.081260e-09,2.187608e-07,4.162519e-09,4.375216e-07,8.325036e-09,8.750429e-07,1.665007e-08,1.750085e-06,3.330011e-08,3.500164e-06,6.660012e-08,7.000308e-06
300,6000,73.417169952634969,1.129876e-09,7.926388e-08,2.259753e-09,1.585278e-07,4.519506e-09,3.170556e-07,9.039013e-09,6.341114e-07,1.807803e-08,1.268223e-06,3.615608e-08,2.536450e-06,7.231226e-08,5.072910e-06
